7	Great app.  I had a bit of a learning curve but customer support helped guide me until I knew what I was doing.  Ultimate Size Chart is just what I was looking for.  Highly recommend.
5	Instant Brand Page app is a great app for me, the brand page was built instantly and support team is really awesome! i asked them to add favorite brands slider to homepage and they did it thank you so much
2	The app was intuitive! Helped out a lot.  Had to pause at times to learn it. However, the learning curve was not bad at all!
10	Great app worked great for our website www.talkingoutofturn.com
10	SOO HELP FULL THANK YOU VERY MUCH I REALY ENJOY IT IN THIS APP ITS REALY HELPING ME  I HAVE TO SAY THIS APP IS AMAZING
5	App is Broken Does not work comes up with Internal Error
4	I just added him as a staff member and requested to change the widget position.  Thank you for your response little bit late.  Thank you so much for place the language widget in our website. This look very professional.
4	The apps works great, the customer support setup the language in header. Satisfied with the services and recommending you.
5	This app is a must have for my automotive supply business and has become the most used search feature on my website. Great customer service and support, Hitesh and the team are always quick to assist.
7	Thanks for your quick response and take care the setup. Very quick setup.  Recommended.
2	love the app, easy to use and easy to manupliate. Its is a must to have if you want to operate ur ecomm business well
10	"nice app. lets see how is works. I have just intalled it. If it works nice i will contunue using us for ever in my newly launched store - ""Homeboons"""
9	Easy to install and has a lot useful features such as a currency converter, animated buttons, etc. The best part is....this App is free. So, get it now.
7	Fantastic App! Would highly recommend. We switched over from another SEO app which we had used for years, it constantly had errors of late and we will never look back on making the change to JSON-LD for SEO. Setup was so Easy & Fast. The customer service has been outstanding and all of the errors we had in search console disappeared within days. Rich snippets were showing on our products within hours. Thank you so much :)
7	Worth it. Extremely helpful customer service. This app is your go-to station for sizes. GO FOR IT blindly!
5	Great app, I love the design and the features. The chat support is really fast and convenient. We need more apps like this !
5	The app is fantastic, creates an instant brand page which saves a huge amount of time if you have lots of vendors as we do. The support is second to none. Russel has helped very quickly with all of our requests and made some great suggestions and even helped with some css issues that were being caused by the store theme. Highly recommend this app.
7	it dont work at all im not sure why and how they have it set up but i paid for it and cant use it............................
9	It's easy to use. I'm glad that find this app. I think it's helped me to upgrade my shop. Now trying the free version, if I saw than I need more I'll buy it.
2	Questa app 猫 perfetta per le mie esigenze, facilissima da settare e da usare, semplicemente ottima. This app is perfect for my needs, very easy to set up and use, simply excellent.
4	one click translation of the whole website. Works perfect if you want a fast translation. Too god to be true!
10	Very quick to install and use, We had sent invitation for take care the setup. Thanks alot!
7	Great, works professionally and fast loading, customer service is very fast and great support, trustable, highly recommended.
4	Thank you very much! I had requested to reset the length of the timer and setup nicely. Now look good in desktop and mobile version.
7	I have install the app and send invite for staff account. Requested to change the timer position to look perfect.  Support is very responsive take care the setup. Thank You.
5	Great app and wonderful customer support. Helps you optimize your business with great analytics and inventory control not just from Shopify but also other marketplaces.
5	I use this app to provide a targeted alternative to finding products on my page. It uses the tag system so, as long as all products are tagged correctly, a robust series of look ups can be combined into a quick way to find a specific product. The support has always been amazing as well even for the free version, from customizations to integrations. Highly recommend.
2	We installed this app last week and so far we love it. We were after something customisable so that we could manually select the recommended products and this meets our requirements. Chris was exceptionally helpful and quick at making any tweaks we asked for. The only thing we would like to see on this app, is a 'back' button so that once you have edited a product, you can simply go back to the main app page instead of opening it again in a new tab. Love this app!
10	I haven't used the app yet but the demonstration was good. I' ll be back for a follow-up review once I have used it more. :-)
3	Grreeaat App! It works really well and doesn't affect speed negatively its very well performing.  Recomended because all the apps work properly
10	Eric is absolutely amazing. Truly 100% great support. Proactive and always with detail feedback. Keep the awesome job, Eric!
5	The service from Russel was magic, our drop downs were so big it was slowing down our site.  The brand page app solved the problem, whats more we needed to replace two drop downs in total, Russel made it possible for having 2 brand pages. The best service so far and had a lot of apps over 4 years of shopify. Another positive - when on a mobile the brand app couldn't be more clear. cheers Rainbowvapes
6	Super easy to use and the countdown app allows for customisation so I could change it to suit my website. Perfect.
5	DO NOT INSTALL THIS APP! I have used the paid subscription and i completely regret that i have installed this buggy app. 1. After a while the FAQ stopped appearing on my product pages 2. Some product pages where DESTROYED by the app: images didnt show up, texts didnt show up, old product descriptions showed up  3. FAQ has a long loading time 4. Didnt find my products to automatically install the faq (after i tried to install the FAQs again after it messed up everything before) I CAN NOT RECOMMEND THIS APP!!!
9	Removing the POWr branding from the free plan is the only downside for me. Otherwise it is a great app!
4	Thank you very much for your help! We have sent access and requested to setup the language widget in my store. Looks perfect in desktop and mobile.
5	A+ YMM App for Shopify Stores! The developer provides a great wealth of knowledge and design to their clients. Very willing to go that extra mile to create the best functional YMM product out there! Bravo HiTesh!
5	Amazing app with great functionality.  The customer support is one of the best I have ever dealt with when using a shopify app.  This is the app to go with if you need a find my car model feature. Many thanks
9	STILL CHARGING US!! Timer Panda - Countdown Timer (Uninstalled) $5.99 Timer Panda Countdown: 2019-01-17 - 2019-02-16 WHAT'S GOING ON??? THIS IS THE SECOND TIME!!
4	We are a high volume e-commerce company selling across many sales channels for 10 years now. During those years we have tried many different platforms and none of them really worked out for us, they all always did some things right and many things wrong.  Skubana was our last try before trying to build our own platform (which could be costly and come with a lot of headaches). Fortunately for us and kind of surprisingly, Skubana turned out to fill 99% of our needs. They have direct integrations with all the majors sales channels and other e-commerce tools/softwares and they also have indirect (via third party)  integrations with the rest of the lesser known tools and software one may need to run their ecom business. They priced out much better than the previous platforms we used in the past and they offer support via chat at all times on top of having your account manager to help you out. I am glad we gave Skubana a shot it helped us automate more of our business, saved us a considerable amount of $$ on payroll and overall just helped us grow our business over the last year plus we have been using them. I do not usually write reviews, but felt the need to do so in this case with the hope it will help others that find themselves in the same situation i was in.
8	The customer support during the set-up period is great and very helpful!  The app is good for looking at all levels of inventory across different locations. I like how you can customize your purchase orders as well as seeing order issues.
9	pretty useless to me  it did not ever work  honestly i think its better for paid options!! for free it hardly works
2	Thanks for your wonderful app. Worked like a charm. Very simple to use. Just a few clicks and Wola. Highly recommended.
10	Great SEO application !!!!!!!!!!!!!!! It is very efficient and gives good results for my shop. Thanks
10	Super easy to use! An excellent app!! Super quick and responsive support. www.welcomeorganics.com.au.
6	Works great!  Easy to use! Brand page looks beautiful. Russel is the best. Helped me customized my page even during weekend.  Would recommend everyone to get this app.
6	Great app easy to use and great design the free version is not to much limited and will surely use it again.
2	Felicitari pentru aplicatie...suntem super multumiti! Acum putem incarca automat toate produsele direct in OLX printr-un singur click! Good job & MULTUMIM !!!
7	Very good customer service. Naana and Adbul were great and help me with my website reviews. Many thanks!
7	"I love this app. It's fairly simple to use and you can also add ""Universal Products"" that will show up with all of your vehicle-specific searches. I contacted Hitesh about integrating my current product results page with this app and they logged in and did it for me at no extra charge! A++ customer service, A++ product"
5	This is horrible app, it doesn't work properly at all and it is sloooow as hell. And design and functionality would be better done by 8 year old. It looks so cheap and bad. I would not recommend.
5	Great App! Especially their customer service. I installed the app but couldn't make it run on my store so they sent me an email to help me out. A few seconds later, they fixed it now I have pop-up cart upsells that attracts the attention of customers. I only wish that the app has more features.
5	We've been using Skubana for more than 2 years now. It was a game changer for us. It's great to have everything under one roof. Since we joined it looks like they've spent a great effort on fixing small bugs and now they're starting to add new features.  All in all I highly recommend this platform.
6	Very convenient APP!  We thought it only can do the way in default. But they actually can customize the layout. We love it.
5	Don't use it!!! Warming. It will change codes in your theme and make a mess! I spent 5 minutes to test it and another 2 hours to wipe up
4	A very great app! It was the only app that I could find that does reverse linking which will save you a ton of time if you need to link a large number of related products together. It is very intuitive to use and looks good in my theme. I haven't needed to contact support because everything worked after installation. My only suggestion for an upgrade is the ability to drag and drop the order of the products after they are linked. 5 Star and no complaints.
2	Fast to set up, super easy and straight-forward. Page speed leaves a little to be desired, but it does what it's supposed to do! https://www.dopeboo.com
6	The tech team provides amazing support, incredibly responsive. Goes above and beyond to set things up and make sure things work. The app did not fit our needs precisely (just because we wanted a very customized option, not at all possible with any app out there). That said, of all apps out there, this is the only one that even comes near to what we were looking for. A+
2	very nice app! easy to setup. nothing bad about it minimum 100 characters ..........................
9	the best free app on the market. thank you guys
2	"First of all, I will say that the app ""Uplinkly Language Translate"" has got proper design taste. Before downloading the app I checked and find it really cooler then any other apps from shopify store with the same feature. Secondly, the support. I'd rather provide a 10 start! The guy just mirror what I imagine for my website. Really really loved it."
7	I received assistance from Naana, he displayed patience especially since I was asking so many questions. He took his time and granted my request. Thank you!
5	I wish there was an option to give Hitesh and company 6 stars because these guys are awesome.  They go above and beyond for technical support and their response time is better than any of our other running apps.  On top of that, the YMM app works flawlessly.  Our store is now at a new level because of this app.  Thank you.
5	I really like this app very much. This is my best search ever I ever use. It provides the customer an easy way to find the product they want. Five stars.
7	Ok great, I used this app 2 stores. Thanks for fixing the placement issue..
2	"We decided to try this app in order to create some additional dynamics at the check-out, specially to set up the option ""gifts with purchase"". Unfortunately for that specific purpose, this will not be the best app as the gift is not removed from the cart if the product it is associated with is removed. If the app would add this feature that would be an amazing bonus and the app would cover many needs at the same time! However it works wonderfully to create discounted upsell offers, really recommend! The app is super intuitive, the staff is very accessible and always super available. Thank you!"
8	As Skubana's second customer I've certainly seen Skubana through many evolutions - and there's no doubt business has significantly improved because of it. This is a great program to grow with since it's built for expansion. The inventory tracking is airtight, and now that they've built a QBO connector, you have accounting natively integrated. Plus there are tons of integrations available so you can essentially plug and play. Excellent support team, having the chat function in the dashboard is super helpful.
8	Cannot praise this app enough. support is amazing, helpful and very fast when it comes to response. Shipping is rediculously quick and product quality has gained me 5 star reviews on trust pilot and 5 star reviews on etsy. Try them once and you wont regret it.
7	Great app for adding matching items together for the customer to see pair items when viewing a product. Very easy to setup and you can link products together from the product page in Shopify admin. When using other similar apps I have had to go into each product to link them together but with this app you only have to link up the one product. The only complaint I have is that when I contacted customer support they were not extremely helpful. Instead of really trying to get to the bottom of what I was asking, or offer to assist me, they just emailed me the instructions to do it myself, but other than that I have no complaints.
5	All the apps from this developer is really really amazing apps! I have installed all the apps of this developer and really happy. Highly recommend for every one.
5	This is a great app. I installed it a little over a week ago and my rich results are already appearing in Google images. Eric has also been very helpful and constantly sends updates and tips. I definitely recommend this for every store.
7	Great, easy to use app! Support is excellent, Russel responds fast & fixes things very quickly. Same experience like with their other apps, the team is great to work with. App is definitely worth the money!
6	I highly appreciate the quick and solid support given. Imagine they find ways to customize the app just for my request. And it's all free! Awesome support!
4	"I'm using the app for a couple of weeks and I'm absolutely satisfied. My shop is originally set up in French. The English translation is correct. I needed a word changing ""Sold out"" to replace ""Out of print""...Mickael did a fast job. I do recommend the app. Easy to add and great customer service"
5	"I鈥檝e been using Kudobuzz for over 2 years and it鈥檚 been a great experience from the beginning. The customer support has ALWAYS been excellent. They always answer questions quickly, resolve issues quickly and even did some specific code changes for me. All of this has been on the FREE plan! I am still on the free plan, as it supports publishing up to 50 reviews and I鈥檓 not there yet. I鈥檓 surprised that the free plan offers so much functionality! I鈥檓 able to customize things and the various widgets are available for me to use (e.g., widget to show a slide of all reviews, widget to show a ""trust seal鈥?reviews badge, widget to display a full page of my reviews...and more).  I LOVE that I can collect site level reviews along with product reviews. That is a must-have feature I require, as so much of my jewelry is unique/one-off so the product page goes away when I can鈥檛 make that product any longer. I wouldn鈥檛 want to then lose any product reviews that were left for a product I don鈥檛 make/sell any more. Not only can the customer decide to leave a site-level vs product review - on the manage reviews dashboard I can convert a product review to a site review!!! Perfect!!  I also love that I can manually input reviews. E.g., I sell my jewelry on Amazon Handmade and get reviews there. If I was on the first level paid plan, I would be able to sync and collect my reviews from Amazon, but on the free plan I can鈥檛. So, for now, I鈥檓 entering my Amazon reviews manually to Kudobuzz. I鈥檓 just happy there is a way to do this.  In addition, I also really love that I can set Kudobuzz up to auto-publish any review over x # of stars - that鈥檚 a time saver. And, even on the free plan, I have it set up to send emails requesting reviews. Seriously, there are a lot of features available for free.  Of course, I do want the additional functionality that is offered with the paid plans, so I will need to upgrade at some point.  One feature I REALLY wish was in the first level upgrade plan (鈥淏reakfast plan鈥? currently priced at $13/month) is the ability to offer a discount coupon code to entice someone to leave a review. It looks like that is only available once you upgrade to the 鈥淟unch plan鈥?at $20/month plan. Considering the $13/month plan supports up to 1000 reviews, I think it should include the 鈥渃oupon code鈥?feature at that level of plan. Coupon codes are one of the ways to generate more reviews, so why is it only available at the 3rd level plan for $20/month? If I already had over 1000 reviews, I wouldn鈥檛 need the coupon code feature so badly!  The other VERY important functionality for all reviews is to have Google rich snippet reviews. For Kudobuzz, they say that is 鈥渃oming soon鈥?- unfortunately, it鈥檚 slated to be in the $20/month plan. I hope they add this functionality soon, and I REALLY hope they include it in the $13/month plan instead. It鈥檚 just SO important. For example, Stamped.io supports rich snippets on their free plan, and Yotpo also supports rich snippets (although I鈥檓 not sure if with their free plan). So, it鈥檚 truly a negative that Kudobuzz does not yet support rich snippets at all. Of course, the other two apps I mentioned have different features offered with their various free and paid plans, so there are tradeoffs you need to make when deciding which features are the most important to you so you can choose which app will provide you the best bang for your buck (or for free!). For me at this point, Kudobuzz gives me what I must have right now. Hopefully, they will support other functionality I will be needing when I am ready to upgrade to a paid plan. Given all that, for my needs right now, this is a 5 star app. For my upcoming needs, the lack of availability of coupons and Google rich snippets would make this a 4 star app for me in the future.  Hope this info helps someone!  c~"
7	Purchased this app for an auto website and ran into a few questions. Contacted support and they were amazingly informative and helped us achieve what we wanted with the app! Thanks!!!!
5	Extremely happy with this app so far. Easy to add and remove products once you get going. Customer service has been exceptional.
5	I have install the App and send invite for staff account. Support is very responsive and setup the timer app and set the position to look professional.
8	Works great. Keeps track of my inventory fast and easy. Also updates customer orders quickly and easily with tracking. Customer support is fast. Great software.
7	We use Skubana for the fulfillment of our store's orders. Skubana Support is always helpful in helping us resolve issues with shipping services or inputting customs information for international orders. They provide prompt, courteous, and friendly service, and make an honest effort to resolve all issues. Shout out to Sandi at Skubana! She's helped us out on several issues with orders related to customs and shipping information. We appreciate her help so much. She always follows up and makes sure that all issues have been satisfactorily resolved. Thanks so much for great, consistent customer service, Sandi and Skubana Support team!!!
4	This app is very incredible. Chat support is very helpful. I hope your company continued to add other products and add special support such as Facebook Group. I will build a new store with this app, you must try and I give 100% recommend these guys.
7	I can't praise these guys enough! The team at SuperFast POD are amazing! The delivery time is super fast. They answer every question quickly. I researched POD companies, and although this one doesn't have a lot of reviews (Maybe because they don't hound you inside the app to leave a review) There were no complaints at all. And I'm so glad I chose them. If I could give them more then 5 stars, I would. They are based in the U.K. but ship worldwide. You won't be sorry you chose them. 100% review from me. Thank you for all your help :)
7	Great app, thank you! I was looking around but couldn't find anything suitable until I found this app! User friendly and serves its purpose well!
3	Product would not install on website. Throws an error on the installation process.
9	Really amazing app to promote my products with discount codes for this christmas season. Highly recommended. 5+
7	A blank rectangular appears on the place where the popup is supposed to be.  I contacted the support team two times and they promised to fix it in 48 hours both of the times. It's been one month since my last complaint and nothing is fixed but they still charge me for their broken services. I strongly recommend them to be honest with their clients and if they cannot fix the issues just to tell us and stop charging us for something that makes our shop look unprofessional and unreliable.
7	It creates a nice brand page in seconds and is mobile friendly. Super service from the team and very quick response. Help me to style the brand page, so it match my theme. Save me a lot of time! Thanks a lot to Russel.
5	This app can solve our hot sale sorting problem well. He can update himself. And the customer service reply quickly! Good application
2	I have been looking for a similar app for a while. I am happy to find this one. it works well and easy to install. I recommend it
4	I use this app to translate in several language my store. To set up this app, I wished to have a fixed box language/flag in the header and Michael did it quickly and perfectly:  The customer service is exceptional. The translation in French is almost perfect and this app is free !!!!
7	I had trouble importing my reviews from Etsy to Shopify, so I was happy with their customer service. They were fast and helpful.
5	I'm sure it works great if you have less than 10 products.  You'll have to search per product to do a forecast...
6	The app works great and I was able to get help customizing it within 2hrs.  I highly recommend this app!
8	the best timer app ever, very responsive to mobile, eye-catching, the team is amazing, alaways there to resolve problems, this is how it has to be the work for all the other apps
7	First of all let me say the app works very well and I love it. I had a change in them and had a problem integrating the pop up feature myself, I contacted the developers and they were very quick and efficient and resolved the problem in just a couple of hours. Amit was amazing very patient and offered to help with other issue with my store. Highly recommend!
8	It has been great!  Skubana is an important part of our business and has allowed us to manage our inventory as we have grown to thousands of SKUs They have been willing to listen to us as we both grow together.  They are always open to new ideas and changes that help us. It has been important for us and now is not an issue we have in our company that will limit our growth.
4	This app is awesome! There is a huge variety of products. There are two problems I have with this app.  1) They have specific dimensions that must be followed to a T when uploading images and only allow Jpgs as the supported image type. Other POD systems allow you to upload PNGS, PSD or even EPS and allow you to scale the image how you see fit.  2) This one is more insignificant then the other. However, I am in the states I dont want to have to convert prices for the products and shipping on my own. You should look into adding a currency converter so people can know without google what a product will charge in their currency.  When those two issues are fixed let me know and I will 100% use this POD system.
7	I found Supefast POD by accident and what a find i have made. I Installed the app and uploaded my designs. TOP customer service - Paul helped me by explaining the importance of the DPI and the placement of one of my designs which enhanced the quality of the image on the product and all which was greatly appreciated by myself as a non tech/design guy. Superfast printed, shipped t shirts and phone cases which where received by my customers in a  superfast 7/8 days. I can confirm the shirts and phone cases are of the highest quality with customer service to match.  We are now in the process of using Superfast as our preferred supplier by adding more of their products to our range.  We highly recommend Superfast POD.  John
7	App works well. Super fast support. I wrote them for 2 different support issue. They solved in couple minutes. Recommended!
10	I tried a lot of apps before and this one is the best. Really great app! Easy to use and works well. Recommend!
2	This is an absolutely great app. It easily lets you add related products to your Shopify store in various ways. It is very easy to use and understand. And, when compared to similar apps it is very affordable. I have always thought that showing related products is a feature that should be built in to Shopify themes. This app offers a good solution. Highly Recommended!
5	Super support from Eric.  Worked quickly.  Installed on June 12th, Rich Results were showing June 25th.  Foundational SEO made easy.  Do it!
5	This has been the best value and most worthwhile purchase for my store. Not only do you get the rich snippets, Eric also sends the most informative emails on how to get the most out of your seo work.  I was concerned about the huge amount upfront but would pay double now i know how valuable it is to the success on my store.
2	Easy and simply to use... does what it says on the box. I would recommend it to anyone that is looking for a best seller ad on
4	Thanks, the app looks interesting, we installed it because we thought that Bestseller personalisation per country is a great idea, it brings in a personal touch as of what customer prefer to buy, can't wait to try it out!
4	So good to finally find an app that can be used for Facebook, Google, Pinterest and more! The automatic feed generation saves us so much time and the ability to custom map fields is awesome. I had a question and the support team responded to me within 30 minutes. We use the app on multiple stores and are extremely happy! Thanks team.
7	With Kudobuzz I was able to import all of my Etsy reviews into Shopify. From there I had excellent app support from David who responded immediately to my questions regarding installing the widget onto my product pages. It's great to have such quick support for a very helpful app. For a long time I've been hoping to find an app that could bring Etsy reviews into Shopify, and Kudobuzz did it! Thank you for your app and great support!
7	Great app and fast customer service! Installation of the widgets was a bit hard for me but I was helped very good and fast by customer service.
5	Looks like a GREAT app.  The features are unique and I haven't found them on any other app. But, there is a bug and it won't let me enable/save.  I have contacted support but am not getting a response.
2	Amazing app, very nice and simple! great stuff guys.
7	Made an immediate impact on the average purchase price on our store, and it is a great tool to use for special deals / offers. Their support staff is fantastic. We had a minor issue with the integration for our theme, and it was sorted out by Kemi (a member of their team) in just a few minutes. Definitely recommend.
8	We utilize Skubana for order routing and inventory management.  It's a fantastic platform that has helped us leverage multiple additional technologies.  Highly recommend.
8	So far I've ordered a wallet case from here and the quality is very good. The printing quality, small details and the case have a premium feel to them  My design was black and white, the front of the case itself is printed on a white surface with color layed on top of it. If you're going for black, choose #000 as a shade of dark-gray might have a tint of green to them, which is normal for stuff like this. The case closes very firmly with a magnet and the feel of the faux leather is very great and comfortable! The customer support is also very fast and helpful, the delivery time was very fast - I think the product arrived in less than a week, but my local post office forgot to notify me so after a week I went to check and the item was already there Definitely suggest using their wallet cases as they feel premium, you can price them higher than others!
7	Very professional and reliable service. If you are looking for a POD company then I would 100% recommend these guys.
7	The customer service has been amazing. The team was able to work with us throughout all the setup of the app, and were very helpful clarifying how the app works, and how to make everything work the way we needed it to. A responsive team is worth a lot when working on something like this. Looking forward to see what's next.
5	This is a must-have for all Shopify stores. We installed JON-LD for SEO more than 6 months ago to help resolve flakiness with Google Shopping. After about 40 days all of the errors were gone (except the ones we introduced ourselves) and our feed was working with no issue. And then new revenue started to appear - both an increase in organic and paid traffic which both yielded sales. Any questions we had along the way were quickly answered by Eric.
2	It is easy to install and very clear instructions.  You just  need to keep  in mu\ind  that  you  need to   have  at  least   15  sales  per  a  chosen  period  to create the collection.
7	App works great. First had some trouble, but that was because of the used cookie blocker app. Michael from Customer Support pointed me towards it quickly. TLDR: Great App and awesome Customer Support! =)
4	Honeslty?!! its is very good, easy to use, and understandable in the languages I selected, the fact that you have 10 languages for the free account is great. Thank you so much, I am a beginner and this has helped me alot
4	So good to finally find an app that can be used for Facebook, Google, Pinterest and more! The automatic feed generation saves us so much time and the ability to custom map fields is awesome. I had a question and the support team responded to me within 30 minutes. We use the app on multiple stores and are extremely happy! Thanks team.
5	I love the app. Exported all reviews from other marketplace shop. Also, there is an option to convert reviews to product reviews. Excellent customer service!
5	I've been using this app for months now. The amount of times that I've needed to contact support is outrageous. I am not the one to ever leave reviews, but I highly recommend avoiding this app. I am now having to link every single review to my products AGAIN because they got unlinked somehow. 1 by 1, an incredibly slow process. This is one of MANY issues with this is - duplicate reviews, weak support team, etc.
5	This app has got so many bugs. Changing options or refreshing the browser deactivates the discount.
7	Not recommending the app to anyone. Contacted support about 3 weeks ago and the issue inside the app still isn't fixed.
9	This app does the job for Discounted Upsell & Cross Sell. Just double checked and it works on mobile and desktop.. customer support is great on and fast!
2	I don't know where we would be without Skubana. When all other platforms failed to meet our needs or were too robust, Skubana saved the day. They provide a UI that's easy for our team to navigate, and their automation is seamless. Our on-boarding process was clear, and they let us move at the pace best fit for our team. I would highly recommend Skubana for any e-commerce brand, even custom ones with an array of SKUs. Skubana helped our highly customizable jewelry brand to track every single core product via bundles & kits, and the ROI is incomparable. Highly recommended.
8	A new jewel has emerged in the POD world. Top quality products - they look like luxury brand items. Shockingly fast delivery from the UK to the US. Responsive and friendly support. So excited to continue to build out my store with their products.
8	Superfast POD is called that name for a reason...I've used them a couple of time for most of my orders both within the UK and international shipping, and the speed at which they produce and deliver products to my customers is top-notch. The quality of their products are super high, and customer service is the holy grail of their brand, as its super responsive and always available to help merchants. If you're having second doubts about using them, I suggest you have this app integrated on your store if super fast delivery is an option you want for your store.
2	Good app for free, customer service responds in lightning speed, however app does not place lookup form on collection pages, its more suited as an extra menu item & page. It works & looks nice on on page, I had trouble with getting it to find products but it works great when set to all & searching min or max price. If you want to add it to collection pages that is considered a custom feature & will cost $70 for 2 hours of coding. Tie - Fly Clothing www.tieflyclothing.com
7	Awesome! Helpful service too. A+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
4	The support of this team is really great. They helped us quickly identify the problem. In fact, we are not familiar with certain settings in this regard. The application is really great, we tried at least 5, 6 highly rated applications. Their support for our templates is the best, and the UI display is compatible with wap usage. This team is very responsible~, we used it to run very well
4	Worked straight away and 10 free launguages is more than enough for me. Great app dont hesitate to download
